2006,27001,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.455,Oak Park,15,8.4,2.7076
2006,27001,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.455,Oak Park,15,8.4,2.7076
2006,27001,50760000,OAK PARK PARK DISTRICT,0.435,9.455,Oak Park,15,8.4,2.7076
2006,27001,43020000,TRITON COMM COLL DISTR 504,0.24,9.455,Oak Park,15,8.4,2.7076
2006,27001,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.455,Oak Park,15,8.4,2.7076
2006,27001,40580000,SCHOOL DISTRICT 97,3.136,9.455,Oak Park,15,8.4,2.7076
2006,27001,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.455,Oak Park,15,8.4,2.7076
2006,27001,30920000,VILLAGE OF OAK PARK,1.119,9.455,Oak Park,15,8.4,2.7076
2006,27001,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.087,9.455,Oak Park,15,8.4,2.7076
2006,27001,20180000,TOWN OAK PARK,0.126,9.455,Oak Park,15,8.4,2.7076
2006,27003,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.455,Oak Park,16,8.4,2.7076
2006,27003,30920101,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 2,0,9.455,Oak Park,16,8.4,2.7076
2006,27003,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.455,Oak Park,16,8.4,2.7076
2006,27003,40580000,SCHOOL DISTRICT 97,3.136,9.455,Oak Park,16,8.4,2.7076
2006,27008,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.087,9.455,Oak Park,16,8.4,2.7076
2006,27008,20180002,GENERAL ASSISTANCE OAK PARK,0.028,9.455,Oak Park,16,8.4,2.7076
2006,27008,20180000,TOWN OAK PARK,0.126,9.455,Oak Park,16,8.4,2.7076
2006,27008,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.057,9.455,Oak Park,16,8.4,2.7076
2006,27008,10010001,CONSOLIDATED ELECTIONS,0,9.455,Oak Park,16,8.4,2.7076
2006,27008,10010000,COUNTY OF COOK,0.5,9.455,Oak Park,16,8.4,2.7076
2006,27007,990020000,SUBURBAN T B SANITARIUM,0.005,9.455,Oak Park,16,8.4,2.7076
2006,27007,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.455,Oak Park,16,8.4,2.7076
2006,27007,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.455,Oak Park,16,8.4,2.7076
2006,27007,50760000,OAK PARK PARK DISTRICT,0.435,9.455,Oak Park,16,8.4,2.7076
2006,27007,43020000,TRITON COMM COLL DISTR 504,0.24,9.455,Oak Park,16,8.4,2.7076
2006,27007,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.455,Oak Park,16,8.4,2.7076
2006,27007,40580000,SCHOOL DISTRICT 97,3.136,9.455,Oak Park,16,8.4,2.7076
2006,27007,30920103,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 4,0,9.455,Oak Park,16,8.4,2.7076
2006,27007,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.455,Oak Park,16,8.4,2.7076
2006,27007,30920000,VILLAGE OF OAK PARK,1.119,9.455,Oak Park,16,8.4,2.7076
2006,27007,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.087,9.455,Oak Park,16,8.4,2.7076
2006,27008,30920000,VILLAGE OF OAK PARK,1.119,9.455,Oak Park,16,8.4,2.7076
2006,27007,20180002,GENERAL ASSISTANCE OAK PARK,0.028,9.455,Oak Park,16,8.4,2.7076
2006,27008,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.455,Oak Park,16,8.4,2.7076
2006,27008,40580000,SCHOOL DISTRICT 97,3.136,9.455,Oak Park,16,8.4,2.7076
2006,27009,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.455,Oak Park,16,8.4,2.7076
2006,27009,40580000,SCHOOL DISTRICT 97,3.136,9.455,Oak Park,16,8.4,2.7076
2006,27009,30920502,TIF VIL OF OAK PARK-MADISON ST BUSINESS CORD,0,9.455,Oak Park,16,8.4,2.7076
2006,27009,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.455,Oak Park,16,8.4,2.7076
2006,27009,30920000,VILLAGE OF OAK PARK,1.119,9.455,Oak Park,16,8.4,2.7076
2006,27009,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.087,9.455,Oak Park,16,8.4,2.7076
2006,27009,20180002,GENERAL ASSISTANCE OAK PARK,0.028,9.455,Oak Park,16,8.4,2.7076
2006,27009,20180000,TOWN OAK PARK,0.126,9.455,Oak Park,16,8.4,2.7076
2006,27009,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.057,9.455,Oak Park,16,8.4,2.7076
2006,27009,10010001,CONSOLIDATED ELECTIONS,0,9.455,Oak Park,16,8.4,2.7076
2006,27009,10010000,COUNTY OF COOK,0.5,9.455,Oak Park,16,8.4,2.7076
2006,27008,990020000,SUBURBAN T B SANITARIUM,0.005,9.455,Oak Park,16,8.4,2.7076
2006,27008,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.455,Oak Park,16,8.4,2.7076
2006,27008,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.455,Oak Park,16,8.4,2.7076
2006,27008,50760000,OAK PARK PARK DISTRICT,0.435,9.455,Oak Park,16,8.4,2.7076
2006,27008,43020000,TRITON COMM COLL DISTR 504,0.24,9.455,Oak Park,16,8.4,2.7076
2006,27008,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.455,Oak Park,16,8.4,2.7076
2006,27008,30920501,TIF VIL OF OAK PARK-HARLEM AVE/GARFIELD AVE,0,9.455,Oak Park,16,8.4,2.7076
2006,27009,43020000,TRITON COMM COLL DISTR 504,0.24,9.455,Oak Park,16,8.4,2.7076
2006,27007,20180000,TOWN OAK PARK,0.126,9.455,Oak Park,16,8.4,2.7076
2006,27007,10010001,CONSOLIDATED ELECTIONS,0,9.455,Oak Park,16,8.4,2.7076
2006,27004,43020000,TRITON COMM COLL DISTR 504,0.24,9.455,Oak Park,16,8.4,2.7076
2006,27004,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.455,Oak Park,16,8.4,2.7076
2006,27004,40580000,SCHOOL DISTRICT 97,3.136,9.455,Oak Park,16,8.4,2.7076
2006,27004,30920500,TIF VIL OF OAK PARK-GREATER MALL AREA,0,9.455,Oak Park,16,8.4,2.7076
2006,27004,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.455,Oak Park,16,8.4,2.7076
2006,27004,30920000,VILLAGE OF OAK PARK,1.119,9.455,Oak Park,16,8.4,2.7076
2006,27004,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.087,9.455,Oak Park,16,8.4,2.7076
2006,27004,20180002,GENERAL ASSISTANCE OAK PARK,0.028,9.455,Oak Park,16,8.4,2.7076
2006,27004,20180000,TOWN OAK PARK,0.126,9.455,Oak Park,16,8.4,2.7076
2006,27004,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.057,9.455,Oak Park,16,8.4,2.7076
2006,27004,10010001,CONSOLIDATED ELECTIONS,0,9.455,Oak Park,16,8.4,2.7076
2006,27004,10010000,COUNTY OF COOK,0.5,9.455,Oak Park,16,8.4,2.7076
2006,27003,990020000,SUBURBAN T B SANITARIUM,0.005,9.455,Oak Park,16,8.4,2.7076
2006,27003,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.455,Oak Park,16,8.4,2.7076
2006,27003,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.455,Oak Park,16,8.4,2.7076
2006,27003,50760000,OAK PARK PARK DISTRICT,0.435,9.455,Oak Park,16,8.4,2.7076
2006,27003,43020000,TRITON COMM COLL DISTR 504,0.24,9.455,Oak Park,16,8.4,2.7076
2006,27004,50760000,OAK PARK PARK DISTRICT,0.435,9.455,Oak Park,16,8.4,2.7076
2006,27007,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.057,9.455,Oak Park,16,8.4,2.7076
2006,27004,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.455,Oak Park,16,8.4,2.7076
2006,27004,990020000,SUBURBAN T B SANITARIUM,0.005,9.455,Oak Park,16,8.4,2.7076
2006,27007,10010000,COUNTY OF COOK,0.5,9.455,Oak Park,16,8.4,2.7076
2006,27006,990020000,SUBURBAN T B SANITARIUM,0.005,9.455,Oak Park,16,8.4,2.7076
2006,27006,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.455,Oak Park,16,8.4,2.7076
2006,27006,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.455,Oak Park,16,8.4,2.7076
2006,27006,50760000,OAK PARK PARK DISTRICT,0.435,9.455,Oak Park,16,8.4,2.7076
2006,27006,43020000,TRITON COMM COLL DISTR 504,0.24,9.455,Oak Park,16,8.4,2.7076
2006,27006,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.455,Oak Park,16,8.4,2.7076
2006,27006,40580000,SCHOOL DISTRICT 97,3.136,9.455,Oak Park,16,8.4,2.7076
2006,27006,30920102,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 3,0,9.455,Oak Park,16,8.4,2.7076
2006,27006,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.455,Oak Park,16,8.4,2.7076
2006,27006,30920000,VILLAGE OF OAK PARK,1.119,9.455,Oak Park,16,8.4,2.7076
2006,27006,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.087,9.455,Oak Park,16,8.4,2.7076
2006,27006,20180002,GENERAL ASSISTANCE OAK PARK,0.028,9.455,Oak Park,16,8.4,2.7076
2006,27006,20180000,TOWN OAK PARK,0.126,9.455,Oak Park,16,8.4,2.7076
2006,27006,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.057,9.455,Oak Park,16,8.4,2.7076
2006,27006,10010001,CONSOLIDATED ELECTIONS,0,9.455,Oak Park,16,8.4,2.7076
2006,27006,10010000,COUNTY OF COOK,0.5,9.455,Oak Park,16,8.4,2.7076
2006,27004,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.455,Oak Park,16,8.4,2.7076
2006,27009,50760000,OAK PARK PARK DISTRICT,0.435,9.455,Oak Park,16,8.4,2.7076
2006,27009,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.455,Oak Park,16,8.4,2.7076
2006,27009,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.455,Oak Park,16,8.4,2.7076
2006,27010,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.455,Oak Park,17,8.4,2.7076
2006,27010,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.455,Oak Park,17,8.4,2.7076
2006,27010,50760000,OAK PARK PARK DISTRICT,0.435,9.455,Oak Park,17,8.4,2.7076
2006,27010,43020000,TRITON COMM COLL DISTR 504,0.24,9.455,Oak Park,17,8.4,2.7076
2006,27010,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.455,Oak Park,17,8.4,2.7076
2006,27010,40580000,SCHOOL DISTRICT 97,3.136,9.455,Oak Park,17,8.4,2.7076
2006,27010,30920502,TIF VIL OF OAK PARK-MADISON ST BUSINESS CORD,0,9.455,Oak Park,17,8.4,2.7076
2006,27010,30920103,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 4,0,9.455,Oak Park,17,8.4,2.7076
2006,27010,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.455,Oak Park,17,8.4,2.7076
2006,27010,30920000,VILLAGE OF OAK PARK,1.119,9.455,Oak Park,17,8.4,2.7076
2006,27010,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.087,9.455,Oak Park,17,8.4,2.7076
2006,27010,20180002,GENERAL ASSISTANCE OAK PARK,0.028,9.455,Oak Park,17,8.4,2.7076
2006,27010,20180000,TOWN OAK PARK,0.126,9.455,Oak Park,17,8.4,2.7076
2006,27010,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.057,9.455,Oak Park,17,8.4,2.7076
2006,27010,10010001,CONSOLIDATED ELECTIONS,0,9.455,Oak Park,17,8.4,2.7076
2006,27010,10010000,COUNTY OF COOK,0.5,9.455,Oak Park,17,8.4,2.7076
2006,27009,990020000,SUBURBAN T B SANITARIUM,0.005,9.455,Oak Park,16,8.4,2.7076
2006,27010,990020000,SUBURBAN T B SANITARIUM,0.005,9.455,Oak Park,17,8.4,2.7076
2006,27012,990020000,SUBURBAN T B SANITARIUM,0.005,9.592,Oak Park,16,8.4,2.7076
2006,27012,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.592,Oak Park,16,8.4,2.7076
2006,27012,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.592,Oak Park,16,8.4,2.7076
2006,27012,50760000,OAK PARK PARK DISTRICT,0.435,9.592,Oak Park,16,8.4,2.7076
2006,27012,43020000,TRITON COMM COLL DISTR 504,0.24,9.592,Oak Park,16,8.4,2.7076
2006,27012,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.592,Oak Park,16,8.4,2.7076
2006,27012,40580000,SCHOOL DISTRICT 97,3.136,9.592,Oak Park,16,8.4,2.7076
2006,27012,30920105,VIL OF OAK PARK SPECIAL SERVICE AREA 6,0.137,9.592,Oak Park,16,8.4,2.7076
2006,27012,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.592,Oak Park,16,8.4,2.7076
2006,27012,30920000,VILLAGE OF OAK PARK,1.119,9.592,Oak Park,16,8.4,2.7076
2006,27012,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.087,9.592,Oak Park,16,8.4,2.7076
2006,27012,20180002,GENERAL ASSISTANCE OAK PARK,0.028,9.592,Oak Park,16,8.4,2.7076
2006,27012,20180000,TOWN OAK PARK,0.126,9.592,Oak Park,16,8.4,2.7076
2006,27012,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.057,9.592,Oak Park,16,8.4,2.7076
2006,27012,10010001,CONSOLIDATED ELECTIONS,0,9.592,Oak Park,16,8.4,2.7076
2006,27012,10010000,COUNTY OF COOK,0.5,9.592,Oak Park,16,8.4,2.7076
2006,27011,42020000,CONSOLIDATED HIGH SCHOOL 200,2.905,9.918,Oak Park,16,8.4,2.7076
2006,27011,40580000,SCHOOL DISTRICT 97,3.136,9.918,Oak Park,16,8.4,2.7076
2006,27011,30920104,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 5,0.463,9.918,Oak Park,16,8.4,2.7076
2006,27011,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.521,9.918,Oak Park,16,8.4,2.7076
2006,27011,30920000,VILLAGE OF OAK PARK,1.119,9.918,Oak Park,16,8.4,2.7076
2006,27011,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.087,9.918,Oak Park,16,8.4,2.7076
2006,27011,20180002,GENERAL ASSISTANCE OAK PARK,0.028,9.918,Oak Park,16,8.4,2.7076
2006,27011,20180000,TOWN OAK PARK,0.126,9.918,Oak Park,16,8.4,2.7076
2006,27011,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.057,9.918,Oak Park,16,8.4,2.7076
2006,27011,10010001,CONSOLIDATED ELECTIONS,0,9.918,Oak Park,16,8.4,2.7076
2006,27011,10010000,COUNTY OF COOK,0.5,9.918,Oak Park,16,8.4,2.7076
2006,27011,43020000,TRITON COMM COLL DISTR 504,0.24,9.918,Oak Park,16,8.4,2.7076
2006,27011,50760000,OAK PARK PARK DISTRICT,0.435,9.918,Oak Park,16,8.4,2.7076
2006,27011,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.918,Oak Park,16,8.4,2.7076
2006,27011,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.284,9.918,Oak Park,16,8.4,2.7076
2006,27011,990020000,SUBURBAN T B SANITARIUM,0.005,9.918,Oak Park,16,8.4,2.7076
2007,27003,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.263,9.242,Oak Park,16,8.4,2.8439
2007,27003,50760000,OAK PARK PARK DISTRICT,0.447,9.242,Oak Park,16,8.4,2.8439
2007,27003,43020000,TRITON COMM COLL DISTR 504,0.224,9.242,Oak Park,16,8.4,2.8439
2007,27003,42020000,CONSOLIDATED HIGH SCHOOL 200,2.848,9.242,Oak Park,16,8.4,2.8439
2007,27003,40580000,SCHOOL DISTRICT 97,3.059,9.242,Oak Park,16,8.4,2.8439
2007,27003,30920101,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 2,0,9.242,Oak Park,16,8.4,2.8439
2007,27003,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.51,9.242,Oak Park,16,8.4,2.8439
2007,27003,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.242,Oak Park,16,8.4,2.8439
2007,27003,30920000,VILLAGE OF OAK PARK,1.13,9.242,Oak Park,16,8.4,2.8439
2007,27003,20180002,GENERAL ASSISTANCE OAK PARK,0.03,9.242,Oak Park,16,8.4,2.8439
2007,27003,20180000,TOWN OAK PARK,0.124,9.242,Oak Park,16,8.4,2.8439
2007,27003,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.053,9.242,Oak Park,16,8.4,2.8439
2007,27003,10010001,CONSOLIDATED ELECTIONS,0.012,9.242,Oak Park,16,8.4,2.8439
2007,27003,10010000,COUNTY OF COOK,0.446,9.242,Oak Park,16,8.4,2.8439
2007,27001,990020000,SUBURBAN T B SANITARIUM,0,9.242,Oak Park,15,8.4,2.8439
2007,27001,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.242,Oak Park,15,8.4,2.8439
2007,27003,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.084,9.242,Oak Park,16,8.4,2.8439
2007,27003,990020000,SUBURBAN T B SANITARIUM,0,9.242,Oak Park,16,8.4,2.8439
2007,27004,10010000,COUNTY OF COOK,0.446,9.242,Oak Park,16,8.4,2.8439
2007,27004,10010001,CONSOLIDATED ELECTIONS,0.012,9.242,Oak Park,16,8.4,2.8439
2007,27006,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.053,9.242,Oak Park,16,8.4,2.8439
2007,27006,10010001,CONSOLIDATED ELECTIONS,0.012,9.242,Oak Park,16,8.4,2.8439
2007,27006,10010000,COUNTY OF COOK,0.446,9.242,Oak Park,16,8.4,2.8439
2007,27004,990020000,SUBURBAN T B SANITARIUM,0,9.242,Oak Park,16,8.4,2.8439
2007,27004,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.242,Oak Park,16,8.4,2.8439
2007,27004,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.263,9.242,Oak Park,16,8.4,2.8439
2007,27004,50760000,OAK PARK PARK DISTRICT,0.447,9.242,Oak Park,16,8.4,2.8439
2007,27004,43020000,TRITON COMM COLL DISTR 504,0.224,9.242,Oak Park,16,8.4,2.8439
2007,27004,42020000,CONSOLIDATED HIGH SCHOOL 200,2.848,9.242,Oak Park,16,8.4,2.8439
2007,27004,40580000,SCHOOL DISTRICT 97,3.059,9.242,Oak Park,16,8.4,2.8439
2007,27004,30920500,TIF VIL OF OAK PARK-GREATER MALL AREA,0,9.242,Oak Park,16,8.4,2.8439
2007,27004,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.51,9.242,Oak Park,16,8.4,2.8439
2007,27004,30920000,VILLAGE OF OAK PARK,1.13,9.242,Oak Park,16,8.4,2.8439
2007,27004,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.084,9.242,Oak Park,16,8.4,2.8439
2007,27004,20180002,GENERAL ASSISTANCE OAK PARK,0.03,9.242,Oak Park,16,8.4,2.8439
2007,27004,20180000,TOWN OAK PARK,0.124,9.242,Oak Park,16,8.4,2.8439
2007,27004,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.053,9.242,Oak Park,16,8.4,2.8439
2007,27001,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.263,9.242,Oak Park,15,8.4,2.8439
2007,27006,20180000,TOWN OAK PARK,0.124,9.242,Oak Park,16,8.4,2.8439
2007,27001,50760000,OAK PARK PARK DISTRICT,0.447,9.242,Oak Park,15,8.4,2.8439
2007,27001,42020000,CONSOLIDATED HIGH SCHOOL 200,2.848,9.242,Oak Park,15,8.4,2.8439
2007,27001,40580000,SCHOOL DISTRICT 97,3.059,9.242,Oak Park,15,8.4,2.8439
2007,27001,30920001,VILLAGE OF OAK PARK LIBRARY FUND,0.51,9.242,Oak Park,15,8.4,2.8439
2007,27001,30920000,VILLAGE OF OAK PARK,1.13,9.242,Oak Park,15,8.4,2.8439
2007,27001,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.084,9.242,Oak Park,15,8.4,2.8439
2007,27001,20180002,GENERAL ASSISTANCE OAK PARK,0.03,9.242,Oak Park,15,8.4,2.8439
2007,27001,20180000,TOWN OAK PARK,0.124,9.242,Oak Park,15,8.4,2.8439
2007,27001,10020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.053,9.242,Oak Park,15,8.4,2.8439
2007,27001,10010001,CONSOLIDATED ELECTIONS,0.012,9.242,Oak Park,15,8.4,2.8439
2007,27001,10010000,COUNTY OF COOK,0.446,9.242,Oak Park,15,8.4,2.8439
2007,27001,43020000,TRITON COMM COLL DISTR 504,0.224,9.242,Oak Park,15,8.4,2.8439
2007,27006,20180002,GENERAL ASSISTANCE OAK PARK,0.03,9.242,Oak Park,16,8.4,2.8439
2007,27006,20180004,OAK PARK MENTAL HEALTH DISTRICT,0.084,9.242,Oak Park,16,8.4,2.8439
2007,27006,30920000,VILLAGE OF OAK PARK,1.13,9.242,Oak Park,16,8.4,2.8439
2007,27010,10010000,COUNTY OF COOK,0.446,9.242,Oak Park,17,8.4,2.8439
2007,27009,990020000,SUBURBAN T B SANITARIUM,0,9.242,Oak Park,16,8.4,2.8439
2007,27009,90010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,0.012,9.242,Oak Park,16,8.4,2.8439
2007,27009,80180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.263,9.242,Oak Park,16,8.4,2.8439
2007,27009,50760000,OAK PARK PARK DISTRICT,0.447,9.242,Oak Park,16,8.4,2.8439
2007,27009,43020000,TRITON COMM COLL DISTR 504,0.224,9.242,Oak Park,16,8.4,2.8439
2007,27009,42020000,CONSOLIDATED HIGH SCHOOL 200,2.848,9.242,Oak Park,16,8.4,2.8439
2007,27010,10010001,CONSOLIDATED ELECTIONS,0.012,9.242,Oak Park,17,8.4,2.8439
2007,27009,40580000,SCHOOL DISTRICT 97,3.059,9.242,Oak Park,16,8.4,2.8439
